navigationalstatus,sog,cog,heading,shiptype,width,length,draught
Under way using engine,11.3,341.4,338.0,Cargo,14.0,100.0,5.9
Under way using engine,9.1,198.1,197.0,Cargo,12.0,80.0,4.8
Under way using engine,12.0,199.5,201.0,Cargo,32.0,225.0,7.1
Under way using engine,12.7,160.4,164.0,Cargo,22.0,135.0,7.2
Under way using engine,12.7,160.6,165.0,Cargo,22.0,135.0,7.2
Under way using engine,12.4,246.4,245.0,Tanker,32.0,183.0,7.6
Under way using engine,14.1,33.0,32.0,Tanker,28.0,184.0,7.5
Under way using engine,11.8,29.8,30.0,Cargo,32.0,193.0,12.7
Under way using engine,11.1,309.0,309.0,Tanker,17.0,119.0,5.2
Under way using engine,14.5,139.0,142.0,Cargo,30.0,180.0,6.3
Under way using engine,15.2,314.5,316.0,Cargo,20.0,139.0,6.3
Engaged in fishing,6.7,351.7,347.0,Fishing,6.0,17.0,3.0
Under way using engine,11.8,30.7,33.0,Tanker,24.0,150.0,10.1
Under way using engine,13.1,162.0,168.0,Cargo,32.0,225.0,7.2
Under way using engine,14.3,56.2,55.0,Fishing,14.0,70.0,7.7
Under way using engine,16.7,180.3,181.0,Cargo,36.0,200.0,8.8
Under way using engine,10.4,50.6,50.0,Cargo,16.0,102.0,3.5
Under way using engine,11.8,29.0,30.0,Cargo,32.0,193.0,12.7
Under way using engine,10.3,115.1,116.0,Cargo,13.0,88.0,5.5
Under way using engine,9.8,289.5,288.0,Cargo,13.0,90.0,4.1
Under way using engine,12.2,178.1,180.0,Tanker,32.0,183.0,7.2
Under way using engine,12.0,194.7,195.0,Cargo,32.0,225.0,7.1
Constrained by her draught,10.0,229.5,229.0,Cargo,32.0,229.0,12.5
Under way using engine,12.3,341.6,339.0,Cargo,29.0,190.0,10.4
Constrained by her draught,11.3,319.6,314.0,Cargo,32.0,200.0,13.2
Under way using engine,9.3,226.7,226.0,Cargo,13.0,90.0,4.7
Under way using engine,13.5,165.1,163.0,Cargo,32.0,229.0,9.5
Under way using engine,10.2,136.8,136.0,Cargo,17.0,128.0,3.8
Under way using engine,11.6,34.8,40.0,Cargo,28.0,190.0,10.5
Under way using engine,9.0,5.1,5.0,Cargo,12.0,73.0,4.8
Under way using engine,15.4,2.4,3.0,Cargo,22.0,140.0,6.1
Under way using engine,11.4,340.5,339.0,Tanker,16.0,104.0,6.2
Under way using engine,8.9,177.1,175.0,Tanker,23.0,144.0,6.5
Under way using engine,14.7,162.8,166.0,Cargo,26.0,190.0,6.5
Under way using engine,11.2,191.1,192.0,Cargo,18.0,107.0,5.5
Under way using engine,3.1,314.8,316.0,Tug,9.0,33.0,4.9
Under way using engine,9.7,231.5,228.0,Cargo,12.0,81.0,4.8
Under way using engine,2.6,315.4,316.0,Tug,9.0,33.0,4.9
Under way using engine,11.3,338.9,337.0,Cargo,14.0,100.0,5.9
Under way using engine,9.6,95.1,100.0,Tanker,15.0,116.0,5.1
Under way using engine,11.8,349.9,352.0,Cargo,15.0,126.0,7.2
Under way using engine,9.5,135.1,137.0,Cargo,13.0,88.0,5.5
Under way using engine,8.1,57.7,53.0,Cargo,16.0,117.0,4.7
Under way using engine,10.3,221.3,220.0,Tanker,26.0,167.0,6.4
Under way sailing,11.9,172.2,172.0,Fishing,15.0,49.0,7.0
Under way using engine,13.5,42.8,43.0,Cargo,29.0,190.0,6.6
Under way using engine,14.3,56.7,56.0,Fishing,14.0,70.0,7.7
Under way using engine,8.2,306.2,309.0,Cargo,13.0,88.0,5.1
Under way using engine,9.8,359.0,356.0,Tug,12.0,34.0,4.9
Under way using engine,9.6,315.7,315.0,Cargo,14.0,90.0,5.6
Constrained by her draught,11.4,314.4,315.0,Cargo,32.0,200.0,13.2
Under way using engine,9.9,212.6,211.0,Cargo,13.0,88.0,5.5
Under way using engine,11.4,217.0,217.0,Cargo,28.0,177.0,9.8
Under way using engine,13.0,163.0,163.0,Cargo,30.0,180.0,6.3
Under way using engine,16.1,161.0,159.0,Tanker,32.0,183.0,8.1
Under way using engine,16.1,160.0,159.0,Tanker,32.0,183.0,8.1
Under way using engine,7.7,339.5,336.0,Cargo,13.0,88.0,4.5
Under way using engine,13.3,158.0,159.0,Cargo,31.0,191.0,8.2
Under way using engine,7.5,289.3,289.0,Dredging,12.0,66.0,4.5
Under way using engine,10.3,130.8,136.0,Cargo,17.0,128.0,3.8
Under way using engine,10.9,335.9,334.0,Tanker,16.0,104.0,6.2
Under way using engine,13.0,52.8,52.0,Passenger,24.0,136.0,5.4
Under way using engine,12.1,212.3,212.0,Cargo,36.0,200.0,9.2
Under way using engine,12.6,155.7,157.0,Tanker,32.0,183.0,7.2
Under way sailing,12.0,172.1,171.0,Fishing,15.0,49.0,7.0
Under way using engine,10.7,209.4,211.0,Cargo,27.0,161.0,9.4
Under way using engine,13.1,161.7,166.0,Cargo,32.0,225.0,7.2
Under way using engine,13.1,4.9,3.0,Tanker,27.0,184.0,10.8
Under way using engine,15.9,166.0,168.0,Tanker,22.0,155.0,6.4
Under way using engine,11.9,212.4,212.0,Cargo,36.0,200.0,9.2
Under way using engine,3.6,301.3,294.0,Cargo,15.0,105.0,6.7
Under way using engine,9.7,215.8,228.0,Cargo,13.0,88.0,5.5
Under way using engine,10.4,130.5,131.0,Cargo,13.0,83.0,5.9
Under way using engine,13.1,157.0,158.0,Cargo,31.0,191.0,8.2
Under way using engine,11.8,160.0,159.0,Cargo,26.0,176.0,10.5
Under way using engine,11.3,341.5,339.0,Tanker,44.0,250.0,14.3
Under way using engine,14.3,32.0,32.0,Tanker,28.0,184.0,7.5
Under way using engine,11.3,213.0,214.0,Cargo,28.0,177.0,9.8
Under way using engine,10.1,175.6,176.0,Cargo,17.0,140.0,3.4
Under way using engine,15.5,316.0,316.0,Cargo,20.0,139.0,6.3
Under way using engine,8.0,295.6,294.0,Cargo,12.0,74.0,3.3
Under way using engine,9.9,173.2,170.0,Tug,7.0,21.0,3.3
Under way using engine,10.7,209.3,210.0,Cargo,27.0,161.0,9.4
Under way using engine,10.5,220.5,220.0,Tanker,26.0,167.0,6.4
Under way using engine,15.0,163.8,167.0,Cargo,26.0,190.0,6.5
Under way using engine,13.4,39.2,39.0,Cargo,29.0,190.0,6.6
Under way using engine,10.5,56.2,55.0,Cargo,16.0,128.0,3.3
Under way using engine,6.3,292.4,284.0,Cargo,26.0,106.0,4.0
Under way using engine,12.3,152.9,155.0,Law enforcement,12.0,49.0,4.0
Under way using engine,9.5,316.3,317.0,Cargo,14.0,90.0,5.6
Under way using engine,11.4,33.0,37.0,Cargo,28.0,190.0,10.5
Under way using engine,9.0,350.1,349.0,Cargo,16.0,99.0,4.6
Under way using engine,13.1,173.9,175.0,Tanker,27.0,184.0,7.0
Under way using engine,11.8,159.0,159.0,Cargo,26.0,176.0,10.5
Under way using engine,12.7,9.0,10.0,Tanker,15.0,84.0,5.6
Under way using engine,11.0,311.0,309.0,Tanker,17.0,119.0,5.2
Under way using engine,10.2,134.8,138.0,Cargo,17.0,128.0,3.8
Under way using engine,12.5,152.8,157.0,Law enforcement,12.0,49.0,4.0
Under way using engine,16.9,158.0,158.0,Cargo,36.0,200.0,8.8
Under way using engine,9.9,215.2,208.0,Cargo,12.0,81.0,4.8
Under way using engine,11.7,35.3,36.0,Tanker,24.0,150.0,10.1
Under way using engine,14.2,53.4,57.0,Fishing,14.0,70.0,7.7
Under way using engine,13.3,145.0,149.0,Cargo,30.0,180.0,6.3
Under way using engine,15.7,166.4,168.0,Tanker,22.0,155.0,6.4
Under way using engine,10.8,48.0,47.0,Cargo,16.0,102.0,3.5
Under way using engine,10.4,342.3,339.0,Cargo,13.0,90.0,4.1
Under way using engine,9.0,224.7,223.0,Cargo,13.0,90.0,4.7
Under way using engine,12.0,340.5,339.0,Cargo,29.0,190.0,10.4
Under way using engine,15.8,88.1,91.0,Passenger,24.0,136.0,5.4
Under way using engine,16.7,158.1,158.0,Cargo,36.0,200.0,8.8
Constrained by her draught,11.2,315.2,315.0,Cargo,32.0,200.0,13.2
Under way using engine,12.9,160.5,160.0,Cargo,32.0,225.0,7.1
Under way using engine,10.7,109.6,110.0,Tanker,15.0,116.0,5.1
Under way using engine,14.8,337.7,338.0,Cargo,22.0,140.0,6.1
Under way using engine,15.2,315.2,316.0,Cargo,20.0,139.0,6.3
Constrained by her draught,9.4,230.6,227.0,Cargo,32.0,229.0,12.5
Under way using engine,14.2,35.0,37.0,Tanker,28.0,184.0,7.5
Under way using engine,9.4,199.4,197.0,Cargo,12.0,80.0,4.8
Under way using engine,9.2,341.2,338.0,Tanker,14.0,90.0,6.3
Under way using engine,8.1,188.6,190.0,Cargo,17.0,119.0,5.1
Under way using engine,13.7,158.2,159.0,Cargo,32.0,229.0,9.5
Under way using engine,12.9,160.1,162.0,Tanker,32.0,183.0,7.2
Constrained by her draught,9.5,231.1,230.0,Cargo,32.0,229.0,12.5
Under way using engine,13.3,38.9,37.0,Cargo,29.0,190.0,6.6
Under way using engine,10.5,173.5,174.0,Cargo,17.0,140.0,3.4
Under way using engine,9.1,325.2,323.0,Tug,12.0,34.0,4.9
Under way using engine,2.3,321.8,321.0,Cargo,13.0,88.0,4.5
Under way using engine,11.8,338.9,338.0,Cargo,29.0,190.0,10.4
Under way using engine,11.7,31.9,38.0,Cargo,32.0,193.0,12.7
Under way using engine,9.1,224.6,223.0,Cargo,13.0,90.0,4.7
Under way using engine,14.9,58.7,60.0,Fishing,14.0,70.0,7.7
Under way using engine,13.3,189.9,190.0,Tanker,23.0,144.0,6.5
Under way using engine,10.8,309.0,309.0,Tanker,17.0,119.0,5.2
Under way using engine,10.9,73.5,76.0,Cargo,16.0,102.0,3.5
Engaged in fishing,2.6,39.8,34.0,Fishing,6.0,17.0,3.8
Under way using engine,10.2,139.0,140.0,Cargo,13.0,88.0,5.5
Under way using engine,14.2,159.0,160.0,Tanker,32.0,183.0,8.1
Under way using engine,11.8,160.4,163.0,Cargo,18.0,107.0,5.5
Under way using engine,11.5,37.3,41.0,Cargo,32.0,193.0,12.7
Under way using engine,12.6,6.5,7.0,Cargo,15.0,126.0,7.2
Under way using engine,13.6,157.3,158.0,Cargo,32.0,229.0,9.5
Under way using engine,15.1,314.1,316.0,Cargo,20.0,139.0,6.3
Engaged in fishing,6.6,346.4,345.0,Fishing,6.0,17.0,3.0
Under way using engine,11.8,159.6,163.0,Cargo,18.0,107.0,5.5
Under way using engine,11.7,32.5,32.0,Tanker,24.0,150.0,10.1
Under way using engine,12.9,184.6,185.0,Tanker,32.0,183.0,7.6
Under way using engine,6.7,232.0,234.0,Cargo,13.0,88.0,5.1
Under way using engine,10.3,136.7,141.0,Cargo,17.0,128.0,3.8
Under way using engine,16.1,90.1,92.0,Passenger,24.0,136.0,5.4
Under way using engine,15.9,166.4,168.0,Tanker,22.0,155.0,6.4
Under way using engine,11.2,340.1,339.0,Tanker,44.0,250.0,14.3
Under way using engine,11.8,336.5,333.0,Cargo,14.0,100.0,5.9
Under way using engine,14.1,42.0,43.0,Tanker,28.0,184.0,7.5
Under way using engine,8.3,341.5,340.0,Tanker,22.0,147.0,9.1
Under way using engine,7.5,290.9,290.0,Dredging,12.0,66.0,4.5
Under way using engine,9.0,266.5,265.0,Cargo,13.0,88.0,5.5
Under way using engine,14.3,56.7,60.0,Fishing,14.0,70.0,7.7
Under way using engine,11.1,9.2,6.0,Tanker,13.0,79.0,3.8
Under way using engine,9.2,187.7,192.0,Cargo,13.0,83.0,5.9
Under way using engine,11.7,35.5,32.0,Cargo,28.0,190.0,10.5
Under way using engine,14.2,146.0,146.0,Cargo,31.0,191.0,8.2
Under way using engine,10.4,340.7,339.0,Cargo,13.0,90.0,4.1
Under way using engine,9.8,325.9,324.0,Tanker,16.0,104.0,6.2
Under way using engine,9.5,92.9,92.0,Cargo,17.0,119.0,5.5
Under way using engine,9.3,4.5,0.0,Cargo,12.0,73.0,4.8
Under way using engine,13.2,5.6,4.0,Tanker,27.0,184.0,10.8
Under way using engine,13.4,164.8,160.0,Tanker,27.0,184.0,7.0
Under way using engine,15.0,165.8,170.0,Cargo,26.0,190.0,6.5
Under way using engine,13.0,164.6,169.0,Cargo,32.0,225.0,7.2
Under way using engine,13.9,134.0,132.0,Cargo,30.0,180.0,6.3
Under way using engine,9.3,213.2,210.0,Cargo,12.0,81.0,4.8
Under way using engine,12.3,209.7,207.0,Cargo,36.0,200.0,9.2
Under way using engine,10.7,74.3,77.0,Cargo,16.0,102.0,3.5
Under way using engine,11.6,339.1,339.0,Cargo,14.0,100.0,5.9
Under way using engine,13.8,132.0,132.0,Cargo,30.0,180.0,6.3
Under way using engine,14.1,146.0,146.0,Cargo,31.0,191.0,8.2
Under way sailing,11.5,170.9,171.0,Fishing,15.0,49.0,7.0
Under way using engine,9.3,295.9,293.0,Cargo,14.0,90.0,5.6
Under way using engine,10.9,308.0,309.0,Tanker,17.0,119.0,5.2
Under way using engine,11.2,6.0,6.0,Cargo,15.0,119.0,7.1
Under way using engine,17.5,146.7,146.0,Cargo,36.0,200.0,8.8
Under way using engine,11.2,9.2,7.0,Tanker,13.0,79.0,3.8
Constrained by her draught,10.9,299.3,300.0,Cargo,32.0,200.0,13.2
Under way using engine,12.3,174.6,177.0,Passenger,8.0,30.0,2.6
Under way using engine,11.1,207.0,206.0,Cargo,28.0,177.0,9.8
Under way using engine,11.1,208.0,206.0,Cargo,28.0,177.0,9.8
Under way using engine,13.7,148.9,150.0,Tanker,27.0,184.0,7.0
Under way using engine,17.4,146.9,146.0,Cargo,36.0,200.0,8.8
Under way using engine,8.8,341.7,336.0,Tanker,14.0,90.0,6.3
Under way using engine,10.4,109.3,109.0,Tanker,15.0,116.0,5.1
Under way using engine,13.3,1.0,0.0,Tanker,15.0,84.0,5.6
Under way using engine,12.3,147.0,145.0,Cargo,26.0,176.0,10.5
Under way using engine,10.1,189.1,190.0,Tanker,26.0,167.0,6.4
Under way using engine,10.8,340.6,339.0,Tanker,44.0,250.0,14.3
Under way using engine,11.6,33.1,31.0,Cargo,28.0,190.0,10.5
Under way using engine,12.2,208.5,207.0,Cargo,36.0,200.0,9.2
Under way using engine,15.7,89.8,90.0,Passenger,24.0,136.0,5.4
Under way using engine,12.8,161.9,167.0,Cargo,32.0,225.0,7.2
Under way using engine,9.8,324.7,324.0,Tanker,16.0,104.0,6.2
Under way using engine,10.4,172.5,174.0,Cargo,17.0,140.0,3.4
Under way using engine,6.6,290.1,288.0,Cargo,26.0,106.0,4.0
Under way using engine,6.5,291.1,289.0,Cargo,26.0,106.0,4.0
Under way using engine,10.3,122.8,123.0,Cargo,13.0,88.0,5.5
Under way using engine,11.4,158.0,162.0,Tanker,32.0,183.0,8.1
Under way using engine,13.7,39.2,35.0,Cargo,29.0,190.0,6.6
Under way using engine,14.8,343.8,343.0,Cargo,22.0,140.0,6.1
Under way using engine,10.3,211.1,215.0,Cargo,27.0,161.0,9.4
Under way using engine,9.3,324.8,323.0,Tug,12.0,34.0,4.9
Under way using engine,11.3,5.3,6.0,Cargo,15.0,119.0,7.1
Under way using engine,12.9,324.8,325.0,Cargo,30.0,208.0,10.5
Constrained by her draught,10.0,234.7,230.0,Cargo,32.0,229.0,12.5
Under way using engine,9.0,352.3,350.0,Cargo,16.0,99.0,4.6
Under way using engine,7.8,242.1,241.0,Cargo,12.0,74.0,3.3
Under way using engine,11.7,34.7,34.0,Tanker,24.0,150.0,10.1
Under way using engine,3.7,307.4,302.0,Cargo,15.0,105.0,6.7
Under way using engine,14.9,165.5,169.0,Cargo,26.0,190.0,6.5
Under way using engine,12.3,147.0,145.0,Cargo,26.0,176.0,10.5
Under way using engine,9.9,172.7,170.0,Tug,7.0,21.0,3.3
Engaged in fishing,6.4,339.3,331.0,Fishing,6.0,17.0,3.0
Under way using engine,15.7,347.3,345.0,Cargo,20.0,139.0,6.3
Under way using engine,7.3,290.1,290.0,Dredging,12.0,66.0,4.5
Under way using engine,14.1,313.1,313.0,Cargo,22.0,140.0,6.1
Under way using engine,13.6,37.6,33.0,Cargo,29.0,190.0,6.6
Under way using engine,12.6,8.2,9.0,Fishing,13.0,70.0,7.0
Under way using engine,10.3,212.4,215.0,Cargo,27.0,161.0,9.4
Under way using engine,18.4,18.4,20.0,Passenger,30.0,178.0,6.2
Under way using engine,9.6,203.5,206.0,Tug,9.0,28.0,3.2
Under way using engine,12.2,189.0,190.0,Cargo,32.0,225.0,7.1
Under way using engine,10.0,122.5,121.0,Cargo,13.0,88.0,5.5
Under way using engine,12.9,324.5,325.0,Cargo,30.0,208.0,10.5
Under way using engine,14.5,146.4,146.0,Cargo,32.0,229.0,9.5
Under way using engine,12.4,193.8,195.0,Tanker,32.0,183.0,7.2
Under way using engine,14.4,37.0,37.0,Tanker,28.0,184.0,7.5
Under way using engine,12.9,324.9,325.0,Cargo,30.0,208.0,10.5
Under way using engine,6.1,4.0,357.0,Dredging,8.0,30.0,2.0
Under way using engine,9.0,352.6,350.0,Cargo,16.0,99.0,4.6
Under way using engine,9.6,264.9,263.0,Cargo,13.0,90.0,4.7
Under way using engine,12.8,5.8,6.0,Fishing,13.0,70.0,7.0
Under way using engine,15.8,165.9,168.0,Tanker,22.0,155.0,6.4
Under way using engine,14.5,38.0,37.0,Tanker,28.0,184.0,7.5
Under way using engine,9.3,121.2,121.0,Cargo,17.0,119.0,5.5
Under way using engine,12.0,34.7,35.0,Cargo,32.0,193.0,12.7
Under way using engine,13.0,8.3,7.0,Cargo,15.0,126.0,7.2
Under way using engine,14.4,146.9,148.0,Cargo,32.0,229.0,9.5
Under way using engine,14.9,88.8,90.0,Passenger,24.0,136.0,5.4
Under way using engine,8.3,48.7,50.0,Military,6.0,22.0,2.5
Under way using engine,9.6,120.8,120.0,Cargo,17.0,119.0,5.5
Under way using engine,10.6,75.5,77.0,Cargo,16.0,102.0,3.5
Under way using engine,10.1,130.9,134.0,Cargo,17.0,128.0,3.8
Under way using engine,14.3,132.0,133.0,Cargo,30.0,180.0,6.3
Under way using engine,13.3,185.6,185.0,Tanker,32.0,183.0,7.6
Under way using engine,9.8,187.0,187.0,Cargo,16.0,107.0,4.6
Under way using engine,10.9,323.5,319.0,Cargo,29.0,190.0,10.4
Under way using engine,9.9,187.0,187.0,Cargo,16.0,107.0,4.6
Under way using engine,6.7,265.5,264.0,Cargo,13.0,88.0,5.5
Under way using engine,9.2,197.1,195.0,Cargo,12.0,80.0,4.8
Under way using engine,9.7,216.7,217.0,Cargo,12.0,81.0,4.8
Under way using engine,6.2,184.6,193.0,Cargo,13.0,89.0,5.6
Under way using engine,9.4,173.6,173.0,Tug,7.0,21.0,3.3
Constrained by her draught,11.0,293.7,296.0,Cargo,32.0,200.0,13.2
Under way using engine,11.1,161.0,166.0,Tanker,32.0,183.0,8.1
Under way using engine,5.9,131.0,136.0,Military,6.0,22.0,2.5
Under way using engine,8.3,343.0,339.0,Tanker,22.0,147.0,9.1
Under way using engine,7.4,289.3,289.0,Dredging,12.0,66.0,4.5
Under way using engine,12.9,164.5,169.0,Cargo,26.0,190.0,6.5
Under way using engine,13.6,38.5,35.0,Tanker,27.0,184.0,10.8
Under way using engine,11.6,162.4,165.0,Cargo,18.0,107.0,5.5
Under way using engine,9.2,290.9,288.0,Cargo,14.0,90.0,5.6
Under way using engine,9.2,198.1,196.0,Cargo,12.0,80.0,4.8
Constrained by her draught,10.9,293.3,296.0,Cargo,32.0,200.0,13.2
Under way using engine,9.5,326.9,324.0,Tug,12.0,34.0,4.9
Under way using engine,13.5,37.8,35.0,Tanker,27.0,184.0,10.8
Under way using engine,11.1,338.5,338.0,Cargo,29.0,190.0,10.4
Under way using engine,10.8,323.0,321.0,Tanker,17.0,119.0,5.2
Under way using engine,12.0,33.8,35.0,Cargo,32.0,193.0,12.7
Under way using engine,12.7,162.8,168.0,Cargo,32.0,225.0,7.2
Under way using engine,12.0,37.4,31.0,Tanker,24.0,150.0,10.1
Under way using engine,6.7,306.0,306.0,Cargo,13.0,88.0,5.1
Under way using engine,10.4,40.5,41.0,Tanker,13.0,79.0,3.8
Under way using engine,8.4,166.7,168.0,Cargo,17.0,119.0,5.1
Under way using engine,9.4,210.3,211.0,Tug,9.0,28.0,3.2
Under way using engine,11.0,312.8,313.0,Cargo,14.0,100.0,5.9
Under way using engine,10.0,137.1,143.0,Cargo,17.0,128.0,3.8
Under way using engine,14.5,318.1,317.0,Cargo,22.0,140.0,6.1
Under way sailing,12.3,172.8,174.0,Fishing,15.0,49.0,7.0
Under way using engine,16.0,164.3,166.0,Tanker,22.0,155.0,6.4
Under way using engine,15.5,90.3,90.0,Passenger,24.0,136.0,5.4
Under way using engine,10.6,8.3,6.0,Tanker,17.0,123.0,7.0
Under way using engine,9.6,172.3,174.0,Cargo,13.0,83.0,5.9
Under way using engine,10.5,342.9,339.0,Cargo,13.0,90.0,4.1
Under way using engine,11.3,31.9,32.0,Cargo,28.0,190.0,10.5
Under way using engine,13.2,194.4,194.0,Tanker,27.0,184.0,7.0
Under way using engine,6.1,187.9,193.0,Cargo,13.0,89.0,5.6
Under way using engine,16.0,346.2,347.0,Cargo,20.0,139.0,6.3
Under way using engine,12.3,337.0,339.0,Tanker,15.0,84.0,5.6
Constrained by her draught,9.6,247.8,241.0,Cargo,32.0,229.0,12.5
Under way using engine,10.1,220.8,226.0,Cargo,12.0,81.0,4.8
Under way using engine,7.9,312.0,311.0,Tanker,14.0,90.0,6.3
Under way using engine,9.0,356.0,354.0,Cargo,12.0,73.0,4.8
Under way using engine,15.9,346.1,347.0,Cargo,20.0,139.0,6.3
Under way using engine,10.2,122.1,121.0,Cargo,13.0,88.0,5.5
Under way using engine,10.8,313.6,314.0,Cargo,14.0,100.0,5.9
Under way using engine,12.3,204.5,206.0,Cargo,36.0,200.0,9.2
Under way using engine,10.4,324.0,321.0,Tanker,17.0,119.0,5.2
Under way using engine,13.0,33.8,32.0,Cargo,29.0,190.0,6.6
Under way using engine,9.8,264.2,264.0,Cargo,13.0,90.0,4.7
Under way using engine,12.6,170.0,186.0,Cargo,30.0,180.0,6.3
Under way using engine,12.4,204.4,206.0,Cargo,36.0,200.0,9.2
Under way using engine,14.2,37.0,37.0,Tanker,28.0,184.0,7.5
Under way using engine,10.7,7.2,7.0,Tanker,17.0,123.0,7.0
Under way using engine,11.3,32.6,33.0,Cargo,28.0,190.0,10.5
Under way using engine,6.7,293.3,290.0,Cargo,26.0,106.0,4.0
Under way using engine,11.3,210.0,212.0,Cargo,28.0,177.0,9.8
Under way using engine,11.6,34.2,31.0,Tanker,24.0,150.0,10.1
Under way using engine,11.3,211.0,212.0,Cargo,28.0,177.0,9.8
Under way using engine,16.0,165.3,167.0,Tanker,22.0,155.0,6.4
Under way using engine,10.5,41.3,40.0,Tanker,13.0,79.0,3.8
Under way using engine,8.3,343.4,340.0,Tanker,22.0,147.0,9.1
Under way using engine,13.0,33.7,32.0,Cargo,29.0,190.0,6.6
Under way using engine,10.4,131.8,132.0,Cargo,16.0,102.0,3.5
Under way using engine,10.1,179.3,180.0,Cargo,17.0,140.0,3.4
Constrained by her draught,10.7,295.5,296.0,Cargo,32.0,200.0,13.2
Under way using engine,14.1,315.5,315.0,Cargo,22.0,140.0,6.1
Under way using engine,11.1,174.1,171.0,Cargo,32.0,225.0,7.1
Under way using engine,15.9,14.8,13.0,Cargo,22.0,134.0,7.6
Under way using engine,11.8,160.3,161.0,Cargo,18.0,107.0,5.5
Under way using engine,9.1,338.4,339.0,Cargo,15.0,119.0,7.1
Under way using engine,10.2,335.3,333.0,Tanker,44.0,250.0,14.3
Under way using engine,7.8,314.8,310.0,Tanker,14.0,90.0,6.3
Under way using engine,10.2,334.3,333.0,Tanker,44.0,250.0,14.3
Under way using engine,10.1,340.9,338.0,Cargo,13.0,90.0,4.1
Under way using engine,10.4,130.6,132.0,Cargo,16.0,102.0,3.5
Under way using engine,14.3,136.6,135.0,Cargo,30.0,179.0,6.9
Under way using engine,14.3,135.9,136.0,Cargo,30.0,179.0,6.9
Under way using engine,15.7,90.1,91.0,Passenger,24.0,136.0,5.4
Under way using engine,6.3,181.4,186.0,Cargo,13.0,89.0,5.6
Under way using engine,10.0,214.0,217.0,Tanker,32.0,183.0,8.1
Under way using engine,15.3,337.6,338.0,Cargo,30.0,208.0,10.5
Under way using engine,10.5,217.9,216.0,Cargo,27.0,161.0,9.4
Under way using engine,15.4,337.7,338.0,Cargo,30.0,208.0,10.5
Under way using engine,9.3,174.2,175.0,Tanker,32.0,183.0,7.2
Under way using engine,9.2,291.3,292.0,Cargo,14.0,90.0,5.6
Under way using engine,10.5,306.9,306.0,Cargo,15.0,105.0,6.7
Under way using engine,12.6,338.4,340.0,Cargo,15.0,126.0,7.2
Under way using engine,10.1,141.0,146.0,Cargo,17.0,128.0,3.8
Under way using engine,13.2,181.2,182.0,Tanker,32.0,183.0,7.6
Under way using engine,8.3,235.9,240.0,Tug,20.0,82.0,6.0
Under way using engine,9.2,291.7,291.0,Cargo,14.0,90.0,5.6
Under way using engine,8.3,354.9,353.0,Fishing,13.0,70.0,7.0
Under way using engine,13.5,37.3,35.0,Tanker,27.0,184.0,10.8
Under way using engine,11.7,37.4,36.0,Cargo,32.0,193.0,12.7
Under way using engine,10.5,218.0,216.0,Cargo,27.0,161.0,9.4
Under way using engine,9.2,174.3,170.0,Tug,7.0,21.0,3.3
Under way using engine,13.9,32.0,33.0,Tanker,28.0,184.0,7.5
Under way using engine,14.0,137.6,138.0,Cargo,32.0,224.0,7.4
Under way using engine,14.0,319.2,319.0,Cargo,22.0,140.0,6.1
Under way using engine,13.3,163.7,168.0,Cargo,26.0,190.0,6.5
